country,chinese_name
乌克兰,基辅国立戏剧、电影与电视大学
乌克兰,基辅国立文化艺术大学
乌克兰,基辅国立经济大学
乌克兰,基辅国立语言大学
乌克兰,基辅国际大学
乌克兰,基辅市立音乐学院
乌克兰,基辅市立马戏艺术学院
乌克兰,基辅文化大学
乌克兰,基辅旅游、经济与法律大学
乌克兰,尼古拉耶夫国立大学
乌克兰,德罗霍贝奇国立师范大学
乌克兰,扎波罗热国立医科大学
乌克兰,扎波罗热国立大学
乌克兰,扎波罗热经济与信息技术学院
乌克兰,捷尔诺波尔国立师范大学
乌克兰,捷尔诺波尔国立技术大学
乌克兰,敖德萨国立农业大学
乌克兰,敖德萨国立医科大学
乌克兰,敖德萨国立大学
乌克兰,敖德萨国立海洋大学
乌克兰,敖德萨国立理工大学
乌克兰,敖德萨国立经济大学
乌克兰,敖德萨国立音乐学院
乌克兰,文尼察国立农业大学
乌克兰,文尼察国立师范大学
乌克兰,文尼察国立技术大学
乌克兰,日托米尔军事学院
乌克兰,日托米尔国立大学
乌克兰,智者雅罗斯拉夫国立法律大学
乌克兰,格卢霍夫国立师范大学
乌克兰,梅利托波尔国立师范大学
乌克兰,欧洲大学
乌克兰,沃伦国立大学
乌克兰,波尔塔瓦国立农学院
乌克兰,波尔塔瓦国立医科大学
乌克兰,波尔塔瓦国立师范大学
乌克兰,波尔塔瓦经济与贸易大学
乌克兰,涅任国立大学
乌克兰,白采尔科维国立农业大学
乌克兰,第聂伯彼得罗夫斯克阿尔弗雷德·诺贝尔大学克列缅丘格分校
乌克兰,第聂伯文化艺术学院
乌克兰,第聂伯理工大学
乌克兰,经典私立大学
乌克兰,经济与人文国际大学
乌克兰,苏梅国立农业大学
乌克兰,苏梅国立大学
乌克兰,苏梅国立师范大学
乌克兰,苏梅建筑学院
乌克兰,西乌克兰国立大学
乌克兰,赫尔松国立大学
乌克兰,赫尔松国立技术大学
乌克兰,赫尔松国立海事学院
乌克兰,赫梅利尼茨基国立大学
乌克兰,跨地区人事管理学院
乌克兰,里夫纳国立人文大学
乌克兰,顿巴斯国立工程学院
乌克兰,顿巴斯国立师范大学
乌克兰,顿涅茨克国立医科大学
乌克兰,顿涅茨克国立大学
乌克兰,顿涅茨克国立技术大学
乌克兰,顿涅茨克国立经济与贸易大学
乌克兰,马里乌波尔国立大学
乌克兰,鲍里斯•格林申科基辅大学
乌克兰,黑海国立大学
乌兹别克斯坦,“丝绸之路”国际旅游与文化遗产大学
乌兹别克斯坦,世界经济与外交大学
乌兹别克斯坦,乌兹别克斯坦国立世界语言大学
乌兹别克斯坦,乌兹别克斯坦国立体育与运动大学
乌兹别克斯坦,乌兹别克斯坦国立大学
乌兹别克斯坦,乌兹别克斯坦国立音乐学院
乌兹别克斯坦,乌兹别克斯坦科学院数学研究所
乌兹别克斯坦,乌兹别克斯坦科学院热物理系
乌兹别克斯坦,国家研究型大学塔什干灌溉与农业机械学院
乌兹别克斯坦,国立艺术与设计学院
乌兹别克斯坦,塔什干信息技术大学
乌兹别克斯坦,塔什干制药学院
乌兹别克斯坦,塔什干国立东方研究大学
乌兹别克斯坦,塔什干国立乌兹别克语言与文学大学
乌兹别克斯坦,塔什干国立农业大学
乌兹别克斯坦,塔什干国立师范大学
乌兹别克斯坦,塔什干国立技术大学
乌兹别克斯坦,塔什干国立法律大学
乌兹别克斯坦,塔什干国立经济大学
乌兹别克斯坦,塔什干奇尔奇克国立师范学院
乌兹别克斯坦,安迪扬国立外国语学院
乌兹别克斯坦,布哈拉州立大学
乌兹别克斯坦,撒马尔罕国立大学
乌兹别克斯坦,撒马尔罕经济与服务学院
乌兹别克斯坦,泰尔梅兹国立大学
乌兹别克斯坦,纳曼干工程技术学院
乌兹别克斯坦,费尔干纳公共卫生医学院
乌干达,东非国际大学
乌干达,乌干达卡文迪什大学
乌干达,伊斯巴特大学
乌干达,古卢大学
乌干达,坎帕拉大学
乌干达,麦克雷雷大学
乌拉圭,乌拉圭天主教大学
乌拉圭,蒙得维的亚大学
也门,亚丁大学
也门,伊卜大学
也门,国立大学
也门,塔伊兹大学
也门,扎马尔大学
也门,科技大学
也门,荷台达大学
也门,萨那大学
亚美尼亚,久姆里国立师范学院
亚美尼亚,亚美尼亚共和国公共行政学院
亚美尼亚,亚美尼亚国立农业大学
亚美尼亚,亚美尼亚国立师范大学
亚美尼亚,亚美尼亚国立师范大学
亚美尼亚,亚美尼亚国立建筑大学
亚美尼亚,亚美尼亚国立理工大学
亚美尼亚,亚美尼亚国立经济大学
亚美尼亚,亚美尼亚国立美术学院
亚美尼亚,亚美尼亚法语大学
亚美尼亚,亚美尼亚美国大学
亚美尼亚,俄罗斯亚美尼亚（斯拉夫）大学
亚美尼亚,埃里温“艾布萨克”大学
亚美尼亚,埃里温国立医学大学
亚美尼亚,埃里温国立大学
亚美尼亚,埃里温国立戏剧与电影学院
亚美尼亚,埃里温国立语言与社会科学大学
亚美尼亚,埃里温国立音乐学院
亚美尼亚,埃里温格拉佐大学
亚美尼亚,欧洲区域教育学院
以色列,以色列理工学院
以色列,奥特布劳德学院
以色列,尚卡工程设计与艺术学院
以色列,巴伊兰大学
以色列,希伯来大学
以色列,本-古里安大学
以色列,沙雷米什帕特学院
以色列,海法大学
以色列,特拉维夫大学
以色列,耶路撒冷音乐舞蹈学院
以色列,莱克曼大学
以色列,阿里尔大学
以色列,魏茨曼科学研究所
以色列,鲁宾学术中心
伊拉克,埃尔比勒萨拉哈丁大学
伊拉克,巴格达大学
伊拉克,库尔德斯坦埃尔比勒大学
伊拉克,杜霍克大学
伊拉克,穆斯坦西里亚大学
伊朗,乌尔米耶大学
伊朗,亚兹德大学
伊朗,伊斯兰阿扎德大学
伊朗,伊斯法罕大学
伊朗,伊斯法罕理工大学
伊朗,伊朗科技大学
伊朗,伊玛目霍梅尼国际大学
伊朗,卡尚大学
伊朗,卡杰·纳西尔·图西科技大学
伊朗,古列斯坦大学
伊朗,吉兰大学
伊朗,国立基因工程与生物技术研究院
伊朗,地震工程与地震学国际学院
伊朗,基础科学研究学院
伊朗,基础科学高等研究学院
伊朗,塔巴里高等教育学院
伊朗,塔比亚特•莫达雷斯大学
伊朗,大不里士医科大学
伊朗,大不里士大学
伊朗,尚迪兹高等教育学院
伊朗,布阿里西纳大学
伊朗,帕亚莫·努尔大学
伊朗,库姆大学
伊朗,库尔德斯坦大学
伊朗,应用科技与技术大学
伊朗,德黑兰大学
伊朗,德黑兰艺术大学
伊朗,拉什特贾哈德·达内什加希高等教育学院
伊朗,材料与能源研究中心
伊朗,比尔詹德大学
伊朗,沙希德·贝赫什蒂大学
伊朗,沙希德巴霍纳科尔曼大学
伊朗,沙赫尔库尔德大学
伊朗,沙赫德大学
伊朗,沙赫鲁德理工大学
伊朗,沙里夫理工大学
伊朗,穆哈赫阿德比利大学
伊朗,穆斯塔法国际大学
伊朗,花剌子模大学
伊朗,萨汉德科技大学
伊朗,萨贾德理工大学
伊朗,设拉子大学
伊朗,设拉子理工大学
伊朗,赞詹大学
伊朗,达内什·阿尔布尔兹大学
伊朗,锡斯坦和俾路支斯坦大学
伊朗,阿塞拜疆沙希德马达尼大学
伊朗,阿拉梅塔巴塔巴依大学
伊朗,阿米尔卡理工大学
伊朗,霍尔木兹甘大学
伊朗,马什哈德菲尔多西大学
伊朗,马赞达兰大学
伊朗,鲁兹巴罕大学学院
俄罗斯,MIREA-俄罗斯技术大学
俄罗斯,下诺夫哥罗德国立师范大学
俄罗斯,下诺夫哥罗德国立建筑大学
俄罗斯,下诺夫哥罗德国立技术大学
俄罗斯,下诺夫哥罗德国立语言大学
俄罗斯,下诺夫哥罗德格林卡国立音乐学院
俄罗斯,世界经济学院
俄罗斯,东北联邦大学
俄罗斯,东方国家学院
俄罗斯,东方经济法律人文学院
俄罗斯,东西伯利亚国立工艺与管理大学
俄罗斯,东西伯利亚国立文化学院
俄罗斯,乌德穆尔特国立大学
俄罗斯,乌拉尔国立交通大学
俄罗斯,乌拉尔国立体育大学
俄罗斯,乌拉尔国立体育学院
俄罗斯,乌拉尔国立农业大学
俄罗斯,乌拉尔国立医科大学
俄罗斯,乌拉尔国立师范大学
俄罗斯,乌拉尔国立矿业大学
俄罗斯,乌拉尔国立经济大学
俄罗斯,乌拉尔国立音乐学院
俄罗斯,乌拉尔联邦大学
俄罗斯,乌法国立石油技术大学
俄罗斯,乌法国立艺术学院
俄罗斯,乌法科技大学
俄罗斯,乌赫塔国立技术大学
俄罗斯,乌里扬诺夫斯克国立大学
俄罗斯,乌里扬诺夫斯克国立师范大学
俄罗斯,乌里扬诺夫斯克国立技术大学
俄罗斯,人文教育与信息技术学院
俄罗斯,伊万诺沃国立动力大学
俄罗斯,伊万诺沃国立化工大学
俄罗斯,伊万诺沃国立大学
俄罗斯,伊万诺沃国立理工大学
俄罗斯,伊尔库茨克国立交通大学
俄罗斯,伊尔库茨克国立农业大学
俄罗斯,伊尔库茨克国立医科大学
俄罗斯,伊尔库茨克国立大学
俄罗斯,伊曼努尔·康德波罗的海联邦大学
俄罗斯,伊热夫斯克国立农学院
俄罗斯,伊热夫斯克国立技术大学
俄罗斯,伏尔加国立交通大学
俄罗斯,伏尔加国立体育、运动与旅游大学
俄罗斯,伏尔加国立服务大学
俄罗斯,伏尔加国立电信与信息大学
俄罗斯,伏尔加地区肉奶制品生产与加工科研所
俄罗斯,伏尔加塔季谢夫大学（学院）
俄罗斯,伏尔加格勒国立体育学院
俄罗斯,伏尔加格勒国立医科大学
俄罗斯,伏尔加格勒国立大学
俄罗斯,伏尔加格勒国立技术大学
俄罗斯,伏尔加格勒国立社会-师范大学
俄罗斯,伏尔加格勒国立艺术与文化学院
俄罗斯,伏尔加格勒国立音乐学院
俄罗斯,俄罗斯交通大学
俄罗斯,俄罗斯人民友谊大学
俄罗斯,俄罗斯医学科学院肿瘤学科研中心
俄罗斯,俄罗斯医科大学
俄罗斯,俄罗斯合作大学
俄罗斯,俄罗斯国家小剧院高等戏剧学院
俄罗斯,俄罗斯国家研究型医科大学
俄罗斯,俄罗斯国家科学院西伯利亚分院中西伯利亚植物园
俄罗斯,俄罗斯国立专业艺术学院
俄罗斯,俄罗斯国立人文大学
俄罗斯,俄罗斯国立农业大学
俄罗斯,俄罗斯国立工艺美术大学
俄罗斯,俄罗斯国立师范大学
俄罗斯,俄罗斯国立旅游与服务大学
俄罗斯,俄罗斯国立柯西金大学
俄罗斯,俄罗斯国立水文气象大学
俄罗斯,俄罗斯国立法律大学
俄罗斯,俄罗斯国立知识产权学院
俄罗斯,俄罗斯国立石油天然气大学（国家研究型大学）
俄罗斯,俄罗斯国立社会大学
俄罗斯,俄罗斯国立社会技术大学
俄罗斯,俄罗斯国立舞台艺术学院
俄罗斯,俄罗斯国立谢尔戈·奥尔忠尼启则地质勘探大学
俄罗斯,俄罗斯国际旅游学院
俄罗斯,俄罗斯戏剧艺术学院
俄罗斯,俄罗斯教育科学院教育管理研究所
俄罗斯,俄罗斯新大学
俄罗斯,俄罗斯普列汉诺夫经济大学
俄罗斯,俄罗斯格涅辛音乐学院
俄罗斯,俄罗斯武装力量总参谋部军事学院
俄罗斯,俄罗斯海关学院
俄罗斯,俄罗斯生物工艺大学
俄罗斯,俄罗斯科学院乌拉尔分院经济研究所
俄罗斯,俄罗斯科学院乌拉尔分院金属物理研究所
俄罗斯,俄罗斯科学院乌拉尔分院高温电化学研究所
俄罗斯,俄罗斯科学院伊什林斯基力学问题研究所
俄罗斯,俄罗斯科学院俄罗斯文学研究所
俄罗斯,俄罗斯科学院元素有机化合物研究所
俄罗斯,俄罗斯科学院冶金与材料科学研究所
俄罗斯,俄罗斯科学院分子生物学研究所
俄罗斯,俄罗斯科学院前寒武纪地质与年代学研究所
俄罗斯,俄罗斯科学院国家与法研究所
俄罗斯,俄罗斯科学院圣彼得堡信息与自动化研究所
俄罗斯,俄罗斯科学院圣彼得堡联邦研究中心
俄罗斯,俄罗斯科学院地理研究所
俄罗斯,俄罗斯科学院基础与无机化学研究所
俄罗斯,俄罗斯科学院基础物理研究所
俄罗斯,俄罗斯科学院应用数学研究所
俄罗斯,俄罗斯科学院彼得大帝人类学与民族学博物馆
俄罗斯,俄罗斯科学院数学研究所
俄罗斯,俄罗斯科学院斯拉夫学研究所
俄罗斯,俄罗斯科学院有机化学研究所
俄罗斯,俄罗斯科学院核研究所
俄罗斯,俄罗斯科学院激光与信息技术研究所
俄罗斯,俄罗斯科学院物理技术研究所
俄罗斯,俄罗斯科学院理论与实验生物物理研究所
俄罗斯,俄罗斯科学院电物理与电力工程研究所
俄罗斯,俄罗斯科学院细胞学研究所
俄罗斯,俄罗斯科学院经济研究所
俄罗斯,俄罗斯科学院自动化设计研究所
俄罗斯,俄罗斯科学院西伯利亚分院伊尔库茨克化学研究所
俄罗斯,俄罗斯科学院西伯利亚分院伊尔库茨克科学中心
俄罗斯,俄罗斯科学院西伯利亚分院冻土研究所
俄罗斯,俄罗斯科学院西伯利亚分院冻土研究所
俄罗斯,俄罗斯科学院西伯利亚分院劳动红旗勋章日地物理研究所
俄罗斯,俄罗斯科学院西伯利亚分院化学生物学与基础医学研究所
俄罗斯,俄罗斯科学院西伯利亚分院固体化学与机械化学研究所
俄罗斯,俄罗斯科学院西伯利亚分院大气光学研究所
俄罗斯,俄罗斯科学院西伯利亚分院强度物理与材料学研究所
俄罗斯,俄罗斯科学院西伯利亚分院新西伯利亚有机化学研究所
俄罗斯,俄罗斯科学院西伯利亚分院核物理研究所
俄罗斯,俄罗斯科学院西伯利亚分院油气地质学与地球物理学研究所
俄罗斯,俄罗斯科学院西伯利亚分院流体力学研究所
俄罗斯,俄罗斯科学院西伯利亚分院生物物理研究所
俄罗斯,俄罗斯科学院西伯利亚分院能源系统研究所
俄罗斯,俄罗斯科学院西伯利亚分院蒙古学、佛学与藏学研究所
俄罗斯,俄罗斯科学院西伯利亚分院语文学研究所
俄罗斯,俄罗斯科学院设计与工艺信息学学院
俄罗斯,俄罗斯科学院语言学研究所
俄罗斯,俄罗斯科学院进化生理学与生物化学研究所
俄罗斯,俄罗斯科学院远东分院太平洋生物有机化学研究所
俄罗斯,俄罗斯科学院远东分院自动化与过程控制研究所
俄罗斯,俄罗斯科学院远东分院远东人民历史、考古与民俗学研究所
俄罗斯,俄罗斯科学院远东研究所
俄罗斯,俄罗斯科学院非水溶液化学研究所
俄罗斯,俄罗斯科学院高尔基世界文学研究所
俄罗斯,俄罗斯终身职业教育医学院
俄罗斯,俄罗斯联邦内务部圣彼得堡大学
俄罗斯,俄罗斯联邦卫生部莫斯科国立谢东诺夫第一医科大学（谢东诺夫大学）
俄罗斯,俄罗斯联邦外交部外交学院
俄罗斯,俄罗斯联邦总统俄罗斯国民经济和国务学院
俄罗斯,俄罗斯联邦政府财经大学
俄罗斯,俄罗斯联邦武装力量防空军事学院
俄罗斯,俄罗斯联邦民防、紧急情况和消除自然灾害后果部国家消防学院
俄罗斯,俄罗斯联邦经济发展部全俄外贸学院
俄罗斯,俄罗斯艺术史研究院
俄罗斯,俄罗斯艺术科学院莫斯科国立苏里科夫美术学院
俄罗斯,俄罗斯运动大学
俄罗斯,俄罗斯门捷列夫化工大学
俄罗斯,克拉斯诺亚尔斯克国立农业大学
俄罗斯,克拉斯诺亚尔斯克国立医科大学
俄罗斯,克拉斯诺亚尔斯克国立师范大学
俄罗斯,克拉斯诺达尔国立文化学院
俄罗斯,克麦罗沃国立大学
俄罗斯,克麦罗沃国立文化学院
俄罗斯,全俄国立司法大学
俄罗斯,全俄国立电影大学
俄罗斯,全俄药用与芳香植物科研所
俄罗斯,公共行政学院
俄罗斯,军事大学
俄罗斯,切列波韦茨国立大学
俄罗斯,列宁格勒普希金国立大学
俄罗斯,利佩茨克国立师范大学
俄罗斯,利佩茨克国立技术大学
俄罗斯,别尔哥罗德合作、经济与法律大学
俄罗斯,别尔哥罗德国立农业大学
俄罗斯,别尔哥罗德国立国家研究型大学
俄罗斯,别尔哥罗德国立工艺大学
俄罗斯,别尔哥罗德国立文化艺术学院
俄罗斯,加里宁格勒国立技术大学
俄罗斯,勘察加国立大学
俄罗斯,勘察加国立技术大学
俄罗斯,北奥赛梯国立大学
俄罗斯,北方国立医科大学
俄罗斯,北方（北极）联邦大学
俄罗斯,北高加索国立学院
俄罗斯,北高加索联邦大学
俄罗斯,南乌拉尔国立人文师范大学
俄罗斯,南乌拉尔国立医科大学
俄罗斯,南乌拉尔国立大学（国家研究型大学）
俄罗斯,南乌拉尔柴可夫斯基国立艺术学院
俄罗斯,南俄罗斯人文学院
俄罗斯,南俄罗斯国立技术大学（新切尔卡斯克工学院）
俄罗斯,南联邦大学
俄罗斯,卡卢加国立大学
俄罗斯,卡尔梅克国立大学
俄罗斯,卡巴尔达-巴尔卡尔国立大学
俄罗斯,卡拉恰伊-切尔克斯国立大学
俄罗斯,印古什国立大学
俄罗斯,叶列茨基国立大学
俄罗斯,后贝加尔国立大学
俄罗斯,哈卡斯国立大学
俄罗斯,哈巴罗夫斯克国立文化学院
俄罗斯,商务职业学院
俄罗斯,喀山创新大学
俄罗斯,喀山国家研究型工艺大学
俄罗斯,喀山国立兽医学院
俄罗斯,喀山国立动力大学
俄罗斯,喀山国立医科大学
俄罗斯,喀山国立建筑工程大学
俄罗斯,喀山国立文化学院
俄罗斯,喀山国立音乐学院
俄罗斯,喀山图波列夫国家研究型技术大学
俄罗斯,喀山（伏尔加沿岸）联邦大学
俄罗斯,因纳波利斯大学
俄罗斯,国家研究中心库尔恰托夫研究所
俄罗斯,国家研究型下诺夫哥罗德国立大学
俄罗斯,国家研究型大学-伊尔库茨克国立理工大学
俄罗斯,国家研究型大学“莫斯科动力学院”
俄罗斯,国家研究型大学“莫斯科电子技术学院”
俄罗斯,国家研究型托姆斯克国立大学
俄罗斯,国家研究型核技术大学“莫斯科物理工程学院”
俄罗斯,国家研究型莫尔多瓦国立大学
俄罗斯,国家研究型莫斯科国立建筑大学
俄罗斯,国家研究型高等经济大学
俄罗斯,国立人文科学大学
俄罗斯,国立土地规划大学
俄罗斯,国立教育大学
俄罗斯,国立普希金俄语学院
俄罗斯,国立海事大学
俄罗斯,国立社会人文大学
俄罗斯,国立管理大学
俄罗斯,国立音乐师范学院
俄罗斯,国际创新大学
俄罗斯,国际市场学院
俄罗斯,图拉国立大学
俄罗斯,图拉国立师范大学
俄罗斯,图瓦国立大学
俄罗斯,圣彼得堡列宁国立电子技术大学“LETI”
俄罗斯,圣彼得堡列宾美术学院
俄罗斯,圣彼得堡国立交通大学
俄罗斯,圣彼得堡国立体育、运动与健康大学
俄罗斯,圣彼得堡国立儿科医科大学
俄罗斯,圣彼得堡国立兽医大学
俄罗斯,圣彼得堡国立农业大学
俄罗斯,圣彼得堡国立大学
俄罗斯,圣彼得堡国立工业技术与设计大学
俄罗斯,圣彼得堡国立工业美术学院
俄罗斯,圣彼得堡国立建筑大学
俄罗斯,圣彼得堡国立影视学院
俄罗斯,圣彼得堡国立技术学院（技术大学）
俄罗斯,圣彼得堡国立文化学院
俄罗斯,圣彼得堡国立林业技术大学
俄罗斯,圣彼得堡国立海洋技术大学
俄罗斯,圣彼得堡国立电信大学
俄罗斯,圣彼得堡国立经济大学
俄罗斯,圣彼得堡国立航空航天仪表大学
俄罗斯,圣彼得堡国立音乐学院
俄罗斯,圣彼得堡国立马卡洛夫元帅河海舰队大学
俄罗斯,圣彼得堡工会人文大学
俄罗斯,圣彼得堡巴甫洛夫国立第一医科大学
俄罗斯,圣彼得堡彼得大帝理工大学
俄罗斯,圣彼得堡技术、管理与经济大学
俄罗斯,圣彼得堡矿业大学
俄罗斯,坦波夫国立大学
俄罗斯,坦波夫国立技术大学
俄罗斯,坦波夫国立音乐师范学院
俄罗斯,塔甘罗格管理与经济学院
俄罗斯,大卢基国立农学院
俄罗斯,太平洋国立医科大学
俄罗斯,太平洋国立大学
俄罗斯,奔萨国立大学
俄罗斯,奔萨国立建筑大学
俄罗斯,奥伦堡国立大学
俄罗斯,奥伦堡国立师范大学
俄罗斯,奥廖尔国立农业大学
俄罗斯,奥廖尔国立大学
俄罗斯,奥廖尔国立文化学院
俄罗斯,奥廖尔国立经济与贸易大学
俄罗斯,巴什基尔国立农业大学
俄罗斯,巴什基尔国立医科大学
俄罗斯,巴什基尔国立师范大学
俄罗斯,巴什科尔托斯坦共和国总统巴什基尔国家行政与管理学院
俄罗斯,布拉戈维申斯克国立师范大学
俄罗斯,布拉茨克国立大学
俄罗斯,布良斯克国立大学
俄罗斯,布良斯克国立技术大学
俄罗斯,布里亚特国立农业学院
俄罗斯,布里亚特国立大学
俄罗斯,库兹巴斯国立技术大学
俄罗斯,库兹涅佐夫海军学院
俄罗斯,库尔干国立大学
俄罗斯,库尔斯克国立医科大学
俄罗斯,库尔斯克国立大学
俄罗斯,库班国立体育、运动与旅游大学
俄罗斯,库班国立农业大学
俄罗斯,库班国立大学
俄罗斯,库班国立工艺大学
俄罗斯,弗拉基米尔国立大学
俄罗斯,彼尔姆国家研究型大学
俄罗斯,彼尔姆国家研究型理工大学
俄罗斯,彼尔姆国立人文师范大学
俄罗斯,彼尔姆国立农业技术大学
俄罗斯,彼尔姆国立医科大学
俄罗斯,彼得罗夫国家肿瘤医学研究中心
俄罗斯,彼得罗扎沃茨克国立大学
俄罗斯,彼得罗扎沃茨克国立音乐学院
俄罗斯,托姆斯克国家研究型理工大学
俄罗斯,托姆斯克国立师范大学
俄罗斯,托姆斯克国立建筑大学
俄罗斯,托姆斯克控制系统与无线电电子学国立大学
俄罗斯,摩尔曼斯克北极大学
俄罗斯,斯塔夫罗波尔国立农业大学
俄罗斯,斯摩棱斯克国立大学
俄罗斯,斯科尔科沃科学与技术学院
俄罗斯,新西伯利亚国家研究型国立大学
俄罗斯,新西伯利亚国立农业大学
俄罗斯,新西伯利亚国立医科大学
俄罗斯,新西伯利亚国立师范大学
俄罗斯,新西伯利亚国立建筑、设计与艺术大学
俄罗斯,新西伯利亚国立建筑大学
